Unnamed: 0,0,1,2,3,4,5,6,7
982,4.7,50,Alex Erkiletian,Alex Erkiletian,Two ancient entities reincarnated through the centuries face off time and again for an innocent soul.,100,Legend of the Phantom Rider,tt0210223
983,5.9,No tiene datos,J.A. Steel,J.A. Steel,A female cop's sister is kidnapped by the Asian mafia and she has 24 hours to save her.,84,The Third Society,tt0221637
984,7.2,No tiene datos,Joel Gordon,David SmithPartick BarringtonSharon Campbell,No tiene datos,83,Superbob,tt0220792
985,4.7,No tiene datos,Paul Matthews,Paul Matthews,A gang of women wreak vengeance upon the society that failed them.,96,Ángeles enmascarados,tt0225865
986,5.6,No tiene datos,Scott Kalvert,Paul Kimatian,"Bobby, a member of The Deuces, and the sister of the rival Vipers member fall in love, promoting a street war between the two factions.",100,Jóvenes salvajes,tt0231448
987,3.5,No tiene datos,Chris Cobb,P.J. Haarsma,Longstanding friendships are severely tested when three buddies who grew up together botch a drug deal and get played.,97,Devious Beings,tt0233559
988,5.5,No tiene datos,Andrew Davis,Ronald Roose,"Cuando su familia es asesinada en un acto terrorista, un bombero va en busca del responsable.",108,Daño colateral,tt0233469
989,2.8,30,Kevin Campbell,Kevin Campbell,"Four perky, clueless cheerleaders from the Happy Valley High Hamsters are mistakenly blamed by the meddling Church Ladies for the invasion of the ""Internet smut"" into their children's bedrooms. The Church Ladies hire Stephen, a sexually ambiguous teacher from the local Parochial Reform School, to teach the cheerleaders a lesson. But the cheerleaders have more than Ste... Leer todo",91,Cheerleader Ninjas,tt0235280
990,5.0,No tiene datos,Kantz,Ben Ramsey,"A hitman falls in love with the boss's girlfriend, who may just be his next target.",85,De profesión asesino,tt0235553
991,7.3,40,Kurt Wimmer,Kurt Wimmer,"En un futuro opresivo en el que todas las formas de sentimiento son ilegales, un hombre encargado de hacer cumplir la ley se levanta para derrocar el sistema y el Estado.",107,Equilibrium,tt0238380
992,6.2,No tiene datos,Steve Oedekerk,Steve Oedekerk,Un rudo maestro de artes marciales busca venganza por la muerte de sus padres.,81,Kung Pow: A puñetazo limpio,tt0240468
993,6.5,No tiene datos,Shekhar Kapur,A.E.W. Mason,"Un oficial británico renuncia a su posición justo antes de una batalla, y más tarde recibe cuatro plumas blancas de allegados como símbolos de lo que consideran su cobardía.",132,Las cuatro plumas,tt0240510
994,6.1,33,John Woo,John Rice,"Dos marines estadounidenses de la Segunda Guerra Mundial son asignados para proteger a los marines navajos, que utilizan su idioma nativo como una clave de radio inquebrantable.",134,Windtalkers,tt0245562
995,7.7,No tiene datos,Kevin Reynolds,Alexandre Dumas,"Un joven, falsamente encarcelado por su celoso ""amigo"", escapa y utiliza un tesoro escondido para vengarse.",134,La venganza del conde de Montecristo,tt0245844
996,6.1,No tiene datos,Lee Tamahori,Ian Fleming,"James Bond es enviado a investigar la conexión entre un terrorista de Corea del Norte y un magnate de los diamantes, que financia el desarrollo de un arma espacial internacional.",133,Muere otro día,tt0246460
997,5.1,21,Hank Whetstone,Hank Whetstone,"What if a computer disc held a code so powerful that it could change the world forever? While translating the Dead Sea Scrolls, a professor discovers a hidden formula that not only unlocks all known computer encryption, but also scientifically proves the existence of God! Religions, governments and mankind itself could rise and fall based on this information. Now the ... Leer todo",97,The Code Conspiracy,tt0247254
998,3.1,67,John McTiernan,William Harrison,En 2005 un deporte violento que puede tener consecuencias tan serias como la muerte se convierte en el más popular.,98,Rollerball,tt0246894
999,6.7,No tiene datos,Lasse Spang Olsen,Anders Thomas Jensen,"Fresh out of a Danish prison, Harald bosses his old gang around, into visiting his hospitalized foster dad, who wants to see his bio son before dying. The son's in a Swedish prison. Then there's a money matter - robbing a bank.",95,Gamle mænd i nye biler,tt0246692
1000,3.1,No tiene datos,Vikram Bhatt,"Robin Bhatt, Girish Dhamija, Sanjeev Duggal","The daughter of a rich criminal industrial tycoon falls in love with a college boy. The tycoon, what a surprise, objects...",180,Aap Mujhe Achche Lagne Lage,tt0247911
0,4.5,No tiene datos,Predrag Antonijevic,Willie Dreyfus,"Liberado de la prisión, un ladrón infame y su nueva tripulación hacen un brillante robo, pero luego se ven envueltos en un agente corrupto del FBI cuando descubren que el dinero está marcado.",116,Dinero sucio,tt0248640
1,6.5,No tiene datos,Darrell Warren,Darrell Warren,No tiene datos,2002,Even Steven,tt0250365
2,7.5,71,Seung-Soo Lee,Mickey CurtisRang HaAnn Kok,No tiene datos,110,Venus,tt0251462
3,6.2,No tiene datos,Rod Hardy,Sidney LeeMyrica Taylor,No tiene datos,No tiene datos,Route 52,tt0251379
4,5.2,No tiene datos,Olivier Megaton,Alain Berliner,A 12 y.o. girl reports her powerful mom to the police for having killed the nanny. She runs away and is helped by an ex-soldier/assassin to find her dad in Portugal while the mom has her people try prevent this. Shooting follows.,118,La sirena roja,tt0254775
5,6.2,No tiene datos,Rob Bowman,Gregg Chabot,Unos dragones emergen de la tierra y comienzan a prenderle fuego a todo para establecer su dominio sobre el planeta.,101,El imperio del fuego,tt0253556
6,6.4,No tiene datos,Stuart Baird,Gene Roddenberry,"El Enterprise es desviado a Romulan, supuestamente porque quieren negociar un tratado de paz. El capitán Picard y su tripulación descubren una grave amenaza para la Federación cuando el pretor Shinzon planea atacar la Tierra.",116,Star Trek: Némesis,tt0253754
7,3.9,No tiene datos,Lloyd A. Simandl,Chris Hyde,No tiene argumento,92,Deuda de honor,tt0255443
8,3.7,No tiene datos,Gary Jones,"Jace Anderson, Boaz Davidson, Adam Gierasch","A criminal carrying stolen money and gold hijacks a plane that crashes in a Mexican swamp, where the survivors are terrorized by a giant crocodile.",93,Cocodrilo. Aguas sangrientas,tt0257510
9,4.0,No tiene datos,Hans Magnus Kvåle,Hans Magnus Kvåle,"A movie about a suitcase not belonging to anyone, having an agenda of its own. Whoever uses it slips into its nightmare.",56,The Suitcase,tt0257206
10,7.0,53,Charles Stone III,Azie Faison Jr.,"A young man from Harlem, forced to cope with the 1980s drug scene, builds an illegal empire, only to have a crisis of conscience.",97,Paid in Full,tt0259484
11,7.8,No tiene datos,Doug Liman,Tony Gilroy,"Un hombre es recogido por un barco pesquero, acribillado a balazos y con amnesia, antes de correr para eludir a los asesinos e intentar recuperar la memoria.",119,The Bourne Identity: El caso Bourne,tt0258463
12,3.7,No tiene datos,Hark Tsui,Hark Tsui,The Black Mask must stop a group intent on setting off a DNA bomb that could cause mutations to the human race.,102,Black Mask 2,tt0264429
13,6.6,40,Stefan Schwartz,"Bill Britten, Richard Crawford","Un grupo de nobles irlandeses secuestra a niñas con las que casarse, conseguir su fortuna y evitar ser sacerdotes o soldados.",96,The Abduction Club,tt0264333
14,3.5,No tiene datos,Jonas Quastel,Jonas Quastel,"Harlan Knowles, billionaire and President of Bio-Comp Industries, heads up a team of experts in a quest to locate a company plane that disappeared over the remote forests of the Pacific Northwest.",86,The Untold,tt0265944
15,6.0,No tiene datos,Simon Wells,H.G. Wells,"Un inventor del siglo XIX, que quiere arreglar el pasado, viaja por error al futuro, donde encuentra a la humanidad dividida.",96,La máquina del tiempo,tt0268695
16,7.5,No tiene datos,Hasan Zaidi,Mohammed HanifHasan Zaidi,No tiene datos,No tiene datos,Raat Chali Hai Jhoom Ke,tt0269755
17,2.8,No tiene datos,John Carl Buechler,Robert Boris,An Antarctic drilling station is under attack by a mysterious killer. Will anyone survive?,80,Miedo helado,tt0272036
18,5.5,No tiene datos,Ellory Elkayem,Ellory Elkayem,Arañas venenosas son expuestas a una sustancia química nociva que las hace crecer hasta alcanzar proporciones gigantescas.,99,Arac Attack,tt0271367
19,4.5,No tiene datos,Tommy Lee Wallace,Tommy Lee Wallace,Un cazador de vampiros y un sacerdote luchan contra una banda de muertos vivientes en México.,94,Vampiros: Los muertos,tt0272147
20,3.5,No tiene datos,Daniel Knauf,Phillip J. Roth,"Deep in the Mariana Sea Basin, several miners have died under mysterious circumstances. Officer Will Murdock of the Deep Submersible Division is brought down to investigate. Will anyone reach the surface alive?",96,Descenso a las tinieblas,tt0271451
21,6.7,No tiene datos,Tomasz Wiszniewski,"Robert Brutter, Tomasz Wiszniewski","Sharkey, part of the sinister world of child trade, picks up Vlado, an orphan of war, dreaming of freedom and a better life. They embark upon a strange and enlightening journey through war torn Bosnia. As they struggle to get out of the country and fight to stay alive, they find a special love and compassion from which emerges their ultimate moral and spiritual redemp... Leer todo",95,Víctima de guerra,tt0275072
22,5.1,No tiene datos,Martyn Burke,William Porter,"A woman who has just discovered she is the daughter of a murdered Mafia chieftain seeks revenge, with the aide of her father's faithful bodyguard.",97,El protector,tt0275947
23,6.1,66,David Twohy,Lucas Sussman,Sucesos extraños comienzan a ocurrir en un submarino de la Segunda Guerra Mundial.,105,Below,tt0276816
24,7.2,No tiene datos,Randall Wallace,Harold G. Moore,"La historia de la primera gran batalla de la fase americana de la guerra de Vietnam, y de los soldados de ambos bandos que la libraron, mientras sus esposas esperaban nerviosas y ansiosas en casa las buenas o las malas noticias.",143,Cuando éramos soldados,tt0277434
25,5.4,45,Glenn Durfort,"Louis Dempsey, Andrew Howard, Gary Young","Gilly, fresh out of prison, and J, a hustler with a major drug problem, just can't shake their criminal ways.",95,Shooters,tt0278035
26,3.7,No tiene datos,Bob Misiorowski,Jace Anderson,El analizador de sistemas de la FAA llamado Neil McCabe es la única persona que parece tener esta corazonada diferente hacia un grupo de terroristas internacionales después de que ocurriera un horrible incidente aéreo.,91,Air panic,tt0277944
27,5.2,No tiene datos,Mark Malone,Mark Malone,"Un policía de Boston lucha por adaptarse cuando se ve forzado a retirarse debido a su mala salud. Su hermanastro lo convence para ir a medias en un caballo de carreras con él, pero el acuerdo los pone junto a criminales peligrosos.",94,Contra la ley,tt0277744
28,5.5,No tiene datos,Chuck Russell,"Stephen Sommers, Jonathan Hales, William Osborne","Un guerrero del desierto se levanta contra el ejército del mal que está destruyendo su tierra. Captura a la hechicera clave del enemigo, la lleva a las profundidades del desierto y se prepara para un enfrentamiento final.",92,The Scorpion King (El rey escorpión),tt0277296
29,5.8,No tiene datos,Kevin Bray,Ronald Lang,"Bounty hunter Bucum chases bail-jumper Reggie, who runs right into the scene of a diamond heist and murder and gets shot at as well. Later they become partners in their pursuit of the $20M in diamonds and lottery ticket. Their women join.",95,Doble impacto mortal,tt0278295
30,4.8,No tiene datos,Alan Swyer,Alan Swyer,"Time of Fear is a taut psychological thriller thrusting an FBI agent and a grieving father into the dark world of a demented killer. FBI Agent Cheryl Hammer, arrives in a small California town to catch an elusive killer. Seeing no help forthcoming from the Sheriff, she turns to the only other person who can help her, Jack Barone, a grieving father whose daughter, Lisa... Leer todo",88,Castigo maligno,tt0279469
31,4.0,20,Lorena David,Scott Duncan,"A handsome and talented college student, David Morales, is devastated when a bum knee causes him to lose his scholarship to the University of San Diego. Unwilling to disappoint his proud mother, Morales wastes no time in looking for a job to pay his way through school. So when he meets the mysterious Professor Darabont who offers him a very well paying job to transpor... Leer todo",94,Outta Time,tt0279750
32,5.9,No tiene datos,Malcolm D. Lee,"John Ridley, Michael Mc, Cullers","Cuando ""El Hombre"" intenta hacer descarrilar la campaña presidencial de un candidato negro, Undercover Brother y sus compañeros agentes secretos acuden al rescate.",86,Undercover brother (El hermano secreto),tt0279493
33,6.1,No tiene datos,Luis Mandoki,Greg Iles,La familia Jennings lucha por la vida de su hija cuando ella es secuestrada por una banda de ladrones expertos.,106,Atrapada,tt0280380
34,3.5,No tiene datos,Djamel Bensalah,"Djamel Bensalah, Gilles Laurent","In exchange for a sum of four million dollars that must be paid to them by Carlito, the boss of the Mafia in Saint-Denis, Tacchini, Sami, Yaya and Kader pretend to be top athletes and engage in a raid worldwide.",94,El Raid,tt0281108
35,5.6,No tiene datos,Joel Schumacher,"Gary M. Goodman, David Himmelstein, Jason Richman","Cuando un agente de la CIA, educado en la Ivy League, es asesinado durante una operación, la agencia secreta recluta a su hermano gemelo.",125,9 días,tt0280486
36,6.1,No tiene datos,Walter Hill,David Giler,"Cuando el campeón de los pesos pesados George Iceman Chambers ingresa en prisión, el gánster residente organiza un combate de boxeo con el actual campeón de la cárcel.",96,Invicto,tt0281322
37,6.8,81,Neil Marshall,Neil Marshall,Un ejercicio militar rutinario se convierte en una pesadilla en las tierras remotas de Escocia.,105,Dog Soldiers,tt0280609
38,6.0,No tiene datos,Scott Roberts,Scott Roberts,"3 brothers are in and out of prison in connection with heists planned by their lawyer et al. He gets them out for the heists and ""looks after"" the money and one's wife.",102,El gran golpe,tt0280490
39,3.5,No tiene datos,Dusty Nelson,Dusty Nelson,"A fire chief (Gunn) is investigating the cause of a string of blazes that threaten to destroy her small town, while at the same time dealing with her teen daughter's rebelliousness.",91,Atrapados por el fuego,tt0282613
40,5.7,No tiene datos,Kari Skogland,Kari Skogland,"Liberty, the wife of a gun manufacturer, is held hostage at a hot dog stand by a sniper seeking revenge.",96,En el punto de mira,tt0280870
41,5.4,No tiene datos,Gérard Pirès,Mark Ezra,A gang of extreme sportsmen raises the stakes in their criminal activities.,83,Riders,tt0282552
42,4.7,No tiene datos,Uwe Janson,Jens Urban,"The Surgeon Steffen is innocently accused of the murders of women that have taken place in the city in recent months. Attempts to clear his identity are hampered by the fact that he has recently been sitting and watching his colleague Katharina from a distance in her home. To put everything right, he takes the police's talkative psychologist hostage and sets out in se... Leer todo",95,Nachts im Park,tt0280974
43,6.5,No tiene datos,Neil Jordan,Auguste Le Breton,Un jugador empedernido entrado en años está perdiendo y decide robar el Casino de Monte Carlo. Alguien ha informado a la policía ya antes de que haga su primer movimiento.,109,El buen ladrón,tt0281820
